customer_id,avg_balance,balance_volatility,total_inflows,total_withdrawals,withdrawal_frequency,transaction_frequency,merchant_activity,inflow_outflow_ratio,days_low_balance,avg_transaction_amount,liquidity_stress_30d
CUST_00631,15519.36,439.32,8709.12,1486.35,10,23,14,5.855,4,495.51,0
CUST_00632,36112.53,653.42,3681.25,1753.98,7,33,5,2.098,3,77.94,0
CUST_00633,2528.19,500.3,7750.03,3096.48,13,26,8,2.502,5,750.29,1
CUST_00634,637.05,55.86,8137.66,2437.87,4,33,14,3.337,8,1383.58,0
CUST_00635,2753.32,62.42,20174.36,8658.1,5,30,10,2.33,6,334.89,1
CUST_00636,2814.1,882.45,21288.88,2393.49,11,28,11,8.891,5,167.04,0
CUST_00637,3068.88,147.9,6226.89,458.46,6,34,15,13.552,4,674.7,0
CUST_00638,1336.69,60.35,6828.34,2731.69,8,27,13,2.499,3,363.06,0
CUST_00639,6134.02,430.86,13786.34,4442.26,19,27,14,3.103,4,206.82,1
CUST_00640,5837.49,191.31,5073.82,3965.42,12,40,12,1.279,8,151.36,1
CUST_00641,948.65,285.89,12976.72,24139.29,11,26,15,0.538,6,224.96,1
CUST_00642,6831.35,30.26,7552.81,3938.24,10,35,9,1.917,2,342.0,0
CUST_00643,23096.04,139.63,3731.18,14027.64,8,32,12,0.266,3,559.39,0
CUST_00644,4250.38,387.24,3768.87,6528.06,8,33,14,0.577,4,364.65,1
CUST_00645,2687.61,108.6,25787.55,6399.92,6,29,11,4.029,7,410.71,0
CUST_00646,3204.13,486.87,7149.97,3261.45,8,39,11,2.192,7,236.6,0
CUST_00647,6334.28,63.22,30100.09,6310.91,9,38,14,4.769,2,543.73,0
CUST_00648,766.93,165.66,5372.73,3462.23,8,23,12,1.551,4,258.6,0
CUST_00649,4221.52,675.83,10228.82,7665.77,9,39,8,1.334,5,1082.03,1
CUST_00650,2562.1,72.19,54947.93,5427.25,8,22,17,10.123,10,189.25,0
CUST_00651,19207.24,225.24,3477.58,2972.23,7,29,9,1.17,4,394.06,0
CUST_00652,3112.7,289.48,1775.34,15415.21,9,26,14,0.115,2,1383.78,0
CUST_00653,16335.55,195.02,22680.76,9535.86,8,30,11,2.378,7,619.78,1
CUST_00654,1348.35,148.41,4182.03,4533.03,9,27,8,0.922,3,503.6,0
CUST_00655,6176.66,89.92,7969.96,7507.58,12,35,10,1.061,6,367.89,0
CUST_00656,4853.52,212.14,5070.86,6178.01,8,46,15,0.821,4,310.13,1
CUST_00657,1665.46,166.98,10041.99,3173.36,10,39,9,3.163,6,264.62,1
CUST_00658,4271.23,57.45,3787.92,7043.93,9,30,10,0.538,7,201.69,0
CUST_00659,10842.91,436.98,7016.7,3913.31,9,23,11,1.793,6,102.0,0
CUST_00660,2720.54,87.53,11612.67,2971.45,9,30,16,3.907,3,467.98,1
CUST_00661,794.12,58.66,3616.83,1670.12,9,31,19,2.164,7,101.84,0
CUST_00662,3583.85,112.56,4628.24,4891.15,10,25,14,0.946,3,471.52,0
CUST_00663,1616.18,88.75,6137.01,10742.09,15,30,13,0.571,4,240.69,1
CUST_00664,2675.5,147.44,2583.62,3675.85,7,32,15,0.703,6,153.11,0
CUST_00665,3383.18,67.09,5778.8,56534.28,10,21,11,0.102,3,799.49,0
CUST_00666,784.4,259.4,8910.96,14084.54,6,26,13,0.633,1,108.38,0
CUST_00667,850.57,547.21,5886.17,20104.13,13,25,10,0.293,5,187.49,0
CUST_00668,5618.73,197.29,6521.76,13042.34,8,29,7,0.5,5,200.17,0
CUST_00669,2274.59,57.09,7975.09,32046.24,5,42,11,0.249,4,331.86,0
CUST_00670,362.03,87.31,4795.37,3398.36,6,23,8,1.411,4,194.63,0
CUST_00671,7378.75,216.38,14084.78,752.48,13,33,10,18.693,4,831.47,0
CUST_00672,4652.37,37.58,25559.96,4540.5,13,23,12,5.628,3,114.44,0
CUST_00673,1915.08,67.61,5588.66,10662.47,8,29,17,0.524,6,5217.6,0
CUST_00674,1113.04,48.52,11946.08,7546.12,13,26,10,1.583,1,142.43,0
CUST_00675,7725.08,198.81,6689.58,8384.6,8,33,12,0.798,1,2366.36,0
CUST_00676,4986.13,1022.23,10855.1,20389.46,4,28,14,0.532,2,642.35,1
CUST_00677,31080.69,66.1,28356.84,9179.69,8,32,8,3.089,2,276.66,0
CUST_00678,5314.37,348.3,12172.42,13083.09,6,23,13,0.93,4,350.25,0
CUST_00679,5161.24,115.46,1961.11,2985.05,9,26,14,0.657,7,229.26,0
CUST_00680,3133.06,63.05,11651.57,2614.73,13,31,6,4.454,3,381.05,0
CUST_00681,7593.88,633.53,21726.57,26160.26,7,26,11,0.83,4,178.41,1
CUST_00682,6390.56,1020.32,6786.72,7228.35,12,37,12,0.939,3,490.93,1
CUST_00683,11232.34,252.02,17970.88,3905.95,11,27,12,4.6,2,339.47,0
CUST_00684,2277.44,242.26,4665.3,3912.04,7,33,5,1.192,1,149.51,0
CUST_00685,2460.53,190.53,2469.0,3820.92,7,22,11,0.646,6,403.03,0
CUST_00686,2365.65,161.0,9071.88,3631.44,10,25,14,2.497,4,385.98,0
CUST_00687,7418.42,237.95,1987.87,2229.04,13,29,6,0.891,3,180.91,0
CUST_00688,14024.16,311.34,6688.76,1853.15,11,43,6,3.607,3,221.54,0
CUST_00689,2409.18,685.86,22685.33,5620.9,4,26,13,4.035,6,427.84,0
CUST_00690,2484.19,119.32,1758.45,4007.86,10,30,15,0.439,5,641.31,0
CUST_00691,4830.33,200.72,2911.44,17001.99,9,38,9,0.171,4,270.54,0
CUST_00692,2918.47,168.89,3548.83,8511.0,9,32,10,0.417,7,573.33,0
CUST_00693,8577.08,411.27,7702.84,8312.54,14,31,12,0.927,4,676.51,1
CUST_00694,479.81,1236.53,6047.66,3527.51,6,39,12,1.714,5,744.18,0
CUST_00695,1730.15,422.78,24817.62,5985.68,9,38,13,4.145,3,400.17,0
CUST_00696,1800.51,343.3,17387.01,9016.86,7,27,11,1.928,12,158.98,0
CUST_00697,451.1,374.77,12042.75,12194.82,11,32,8,0.987,3,557.75,0
CUST_00698,1529.54,499.67,9104.32,6125.35,12,37,11,1.486,5,261.39,1
CUST_00699,1597.76,1250.82,11098.71,16601.61,7,20,8,0.668,3,426.05,0
CUST_00700,3038.16,47.07,4066.0,6679.45,7,25,14,0.609,2,192.42,1
CUST_00701,9913.66,292.85,16087.02,13015.81,11,34,14,1.236,9,196.35,1
CUST_00702,2920.31,22.99,3328.79,4374.84,3,25,11,0.761,2,182.92,0
CUST_00703,1439.81,388.03,15808.48,1421.26,11,35,12,11.115,5,118.22,0
CUST_00704,3459.02,281.7,20929.48,8334.05,9,27,8,2.511,2,198.2,0
CUST_00705,9360.52,117.04,9592.07,12289.81,8,44,8,0.78,7,145.03,0
CUST_00706,1512.68,21.41,7037.65,10818.85,9,32,5,0.65,6,444.25,1
CUST_00707,1604.36,179.2,11161.75,9498.21,9,28,15,1.175,4,141.82,1
CUST_00708,6019.11,216.65,821.22,4932.99,11,25,8,0.166,4,187.05,0
CUST_00709,2982.8,172.35,10319.66,3341.8,9,24,12,3.087,7,299.53,0
CUST_00710,6520.69,110.26,7400.6,10603.81,9,29,15,0.698,1,1062.84,0
CUST_00711,3596.51,88.46,7781.45,9532.67,13,31,9,0.816,0,184.11,0
CUST_00712,6846.53,173.92,14260.18,4118.46,8,23,12,3.462,5,113.57,1
CUST_00713,1434.3,95.44,7632.61,17034.75,17,27,17,0.448,3,119.31,0
CUST_00714,3601.57,346.35,3254.63,3132.43,10,32,9,1.039,5,163.62,0
CUST_00715,3012.06,170.21,7236.39,4040.02,14,27,10,1.791,3,188.71,0
CUST_00716,1218.89,45.62,8553.06,26661.12,9,42,18,0.321,3,1500.0,0
CUST_00717,891.47,208.8,8883.47,13881.25,10,26,14,0.64,4,588.0,0
CUST_00718,6749.17,252.49,9223.74,4893.64,6,39,11,1.884,3,239.72,0
CUST_00719,2654.85,661.42,18610.76,8469.9,11,31,10,2.197,3,1093.35,0
CUST_00720,1450.91,380.89,3398.78,7567.16,9,35,10,0.449,2,194.65,0
CUST_00721,3339.04,88.33,9325.99,643.05,7,30,12,14.48,3,224.11,0
CUST_00722,10048.89,567.17,22741.43,3070.2,5,29,7,7.405,4,214.89,0
CUST_00723,467.47,59.81,2022.95,6353.62,10,21,11,0.318,6,613.26,1
CUST_00724,946.74,185.4,9355.48,4899.46,14,30,14,1.909,7,284.58,0
CUST_00725,1586.68,331.38,5073.05,8184.83,8,28,11,0.62,1,858.45,0
CUST_00726,13562.46,582.28,6023.55,17327.67,6,27,14,0.348,4,404.97,0
CUST_00727,4695.35,821.49,3929.05,5047.73,9,25,15,0.778,2,564.69,1
CUST_00728,7263.27,502.59,7075.26,2699.96,12,35,16,2.62,2,83.82,0
CUST_00729,1304.87,162.5,35348.26,8744.01,8,33,10,4.042,3,90.98,0
CUST_00730,1329.31,288.22,2946.74,5025.95,10,31,11,0.586,3,93.1,0
CUST_00731,5448.16,216.92,3178.97,5810.06,8,28,4,0.547,2,221.48,0
CUST_00732,3837.0,102.77,2859.64,5177.06,6,27,11,0.552,6,101.78,0
CUST_00733,5966.2,165.26,32271.33,44603.26,5,20,13,0.724,3,712.1,0
CUST_00734,3075.11,763.76,5597.8,987.72,12,32,26,5.662,1,259.97,1
CUST_00735,4676.61,303.97,7938.57,4769.12,3,26,9,1.664,6,459.78,1
CUST_00736,4197.76,941.52,5870.96,6613.47,8,27,12,0.888,4,211.75,0
CUST_00737,7331.9,76.25,3806.49,3415.33,10,25,13,1.114,4,532.38,0
CUST_00738,7527.42,133.59,6713.53,14254.84,9,30,5,0.471,6,75.52,0
CUST_00739,847.35,252.7,57907.08,13243.59,10,27,15,4.372,6,288.81,0
CUST_00740,481.77,328.29,24677.74,6370.34,9,32,10,3.873,2,424.33,0
CUST_00741,8969.37,165.1,4095.52,5270.75,7,26,19,0.777,5,450.11,0
CUST_00742,10603.64,343.92,13603.19,6032.02,9,20,13,2.255,4,239.28,0
CUST_00743,1453.08,341.85,4166.29,6068.89,11,37,7,0.686,2,90.22,1
CUST_00744,682.76,59.72,1956.49,6206.69,6,29,7,0.315,4,606.62,0
CUST_00745,3980.38,331.21,18317.44,5654.46,8,37,11,3.239,8,227.1,0
CUST_00746,8414.86,427.78,20497.83,8222.11,12,24,7,2.493,4,241.35,0
CUST_00747,18358.26,229.73,18710.53,12584.61,13,25,11,1.487,5,1412.97,0
CUST_00748,5794.52,41.6,5564.2,2331.53,5,34,6,2.385,6,319.78,0
CUST_00749,2605.7,145.26,7090.98,2716.05,11,27,5,2.61,2,207.84,0
CUST_00750,1629.75,257.33,14762.01,1500.81,5,26,11,9.829,6,199.3,0
CUST_00751,3678.67,90.69,11083.32,13855.5,13,29,8,0.8,2,469.48,0
CUST_00752,2781.27,377.91,5914.07,8207.26,10,28,4,0.721,2,168.24,0
CUST_00753,1460.36,324.95,2218.85,10193.21,10,28,16,0.218,2,427.6,1
CUST_00754,23014.51,201.86,8875.95,1968.3,9,25,12,4.507,4,646.09,0
CUST_00755,18154.1,183.82,19210.41,30248.62,7,27,9,0.635,3,280.95,1
CUST_00756,10121.77,211.52,3108.61,3953.98,8,29,11,0.786,6,596.74,0
CUST_00757,1589.6,180.68,13507.6,7653.93,7,34,7,1.765,3,284.81,0
CUST_00758,7859.81,64.82,10564.28,13714.75,13,26,14,0.77,2,184.71,0
CUST_00759,6474.74,128.5,14766.53,2867.13,10,25,18,5.148,12,93.2,1
CUST_00760,5422.39,192.09,16278.17,4169.8,9,35,14,3.903,2,362.34,0
CUST_00761,11211.54,563.9,4649.09,7725.61,6,29,12,0.602,5,367.7,0
CUST_00762,6449.99,315.33,2222.6,75271.14,4,28,14,0.03,2,594.03,1
CUST_00763,7086.97,588.66,5287.94,8569.43,15,22,11,0.617,9,555.28,1
CUST_00764,6458.91,58.91,16503.07,25988.44,7,25,22,0.635,5,1270.49,1
CUST_00765,4947.87,136.33,5252.17,18486.98,9,35,15,0.284,3,198.99,0
CUST_00766,731.25,952.5,4650.66,9070.73,8,31,11,0.513,6,383.42,0
CUST_00767,3925.54,100.05,1887.33,2861.74,9,40,12,0.659,3,184.69,0
CUST_00768,2207.08,98.46,32929.3,16330.51,12,24,15,2.016,4,573.09,0
CUST_00769,1150.72,145.85,15686.74,1856.79,6,30,8,8.444,2,156.2,0
CUST_00770,16541.62,910.95,15001.67,25867.53,10,38,13,0.58,3,566.57,1
CUST_00771,17259.12,105.93,17574.08,7863.64,3,30,17,2.235,3,178.47,0
CUST_00772,12373.33,283.15,12853.44,697.37,12,34,19,18.405,4,511.1,0
CUST_00773,4581.09,248.05,6664.41,4966.99,9,34,16,1.341,3,695.43,0
CUST_00774,12277.98,38.75,7108.09,11566.35,7,25,9,0.614,3,100.7,0
CUST_00775,3680.66,179.01,5755.71,5423.68,6,28,11,1.061,5,116.39,0
CUST_00776,4370.0,116.47,66688.82,12182.49,12,33,17,5.474,2,352.28,0
CUST_00777,1360.86,311.8,12641.36,3221.1,5,24,19,3.923,5,326.99,0
CUST_00778,5204.57,728.7,5591.26,2186.19,9,26,12,2.556,4,243.59,0
CUST_00779,3844.3,137.6,11759.27,6243.35,7,23,9,1.883,7,214.14,0
CUST_00780,1127.34,137.6,3609.43,6814.66,7,23,8,0.53,2,164.25,1
CUST_00781,3476.99,1358.67,27000.36,4933.84,8,38,10,5.471,2,376.81,1
CUST_00782,3388.84,102.59,4774.98,18829.83,6,38,10,0.254,5,152.16,0
CUST_00783,18357.71,61.9,12098.88,3220.6,12,24,11,3.756,1,386.17,0
CUST_00784,8142.01,545.69,19011.17,8657.58,12,28,11,2.196,3,199.92,0
CUST_00785,3678.65,174.08,11023.83,7028.82,11,26,13,1.568,4,222.32,0
CUST_00786,4554.67,227.39,8739.22,1766.56,7,30,9,4.944,3,699.98,0
CUST_00787,3788.75,1080.53,8173.41,2162.08,8,24,14,3.779,7,582.97,0
CUST_00788,3033.21,59.0,7745.34,6701.75,7,25,12,1.156,4,148.74,0
CUST_00789,1374.46,155.03,5108.4,35739.79,8,32,11,0.143,4,162.22,1
CUST_00790,3178.15,67.42,5655.67,10854.98,13,35,10,0.521,3,515.16,1
CUST_00791,1860.33,237.02,26467.49,1530.29,4,23,15,17.284,3,109.54,0
CUST_00792,1181.71,116.47,7429.18,471.58,11,29,19,15.721,3,826.99,0
CUST_00793,5768.11,70.93,4321.52,12370.82,13,25,11,0.349,3,328.52,0
CUST_00794,5177.81,325.65,5361.3,6113.28,5,40,10,0.877,1,199.39,1
CUST_00795,729.21,182.78,19541.52,17502.1,7,21,13,1.116,6,301.07,0
CUST_00796,3260.33,66.6,13911.7,3138.15,8,25,14,4.432,4,774.92,0
CUST_00797,8920.71,69.95,12686.11,8934.55,7,25,10,1.42,4,67.24,1
CUST_00798,9445.57,214.06,6594.45,13619.36,6,36,15,0.484,3,613.03,0
CUST_00799,9165.97,47.63,12819.08,4535.34,4,46,10,2.826,8,689.65,0
CUST_00800,3770.72,217.45,4842.33,4618.51,14,28,18,1.048,6,238.74,0
CUST_00801,1701.83,529.35,6583.41,6778.24,4,31,17,0.971,3,284.26,1
CUST_00802,1372.89,309.09,17603.33,10522.54,8,31,11,1.673,1,328.82,1
CUST_00803,4964.88,110.09,16308.18,6553.9,10,40,4,2.488,4,499.43,0
CUST_00804,5122.27,225.76,3694.03,15182.47,6,33,14,0.243,3,179.32,0
CUST_00805,11598.12,66.6,4087.05,4479.9,10,27,8,0.912,2,295.85,0
CUST_00806,9798.47,202.15,8839.29,2144.93,8,30,9,4.119,6,278.68,0
CUST_00807,3232.45,139.56,32238.15,35611.68,7,23,13,0.905,3,480.68,0
CUST_00808,1188.22,78.93,1750.31,3968.17,9,23,7,0.441,4,1944.57,0
CUST_00809,2732.04,298.56,10124.02,4092.14,15,30,17,2.473,1,178.8,0
CUST_00810,4427.14,37.26,2695.03,6273.36,6,25,16,0.43,4,315.82,1
CUST_00811,3035.48,70.2,4878.22,7024.11,8,30,13,0.694,7,175.46,0
CUST_00812,2164.39,77.29,6053.9,4775.81,10,32,9,1.267,1,212.26,0
CUST_00813,4571.5,121.04,5788.3,6536.66,6,28,10,0.885,4,140.73,0
CUST_00814,2313.32,512.59,5286.77,6413.77,7,30,7,0.824,6,102.38,0
CUST_00815,2068.83,331.43,8149.94,7697.08,10,24,15,1.059,4,684.03,0
CUST_00816,4818.93,197.21,5280.6,894.38,8,29,18,5.898,4,383.47,0
CUST_00817,2535.65,189.91,2515.02,32818.41,11,39,12,0.077,2,318.94,0
CUST_00818,4535.52,179.58,15121.85,5853.56,7,38,13,2.583,9,162.1,1
CUST_00819,4655.87,543.19,14798.75,10867.47,9,28,12,1.362,5,283.59,0
CUST_00820,1305.73,42.41,15907.4,2056.2,9,33,14,7.733,8,133.03,0
CUST_00821,2361.1,336.05,2362.35,4445.51,8,23,13,0.531,2,293.22,1
CUST_00822,13279.8,120.72,10292.13,3746.33,10,27,9,2.747,5,377.52,0
CUST_00823,1279.38,271.07,13915.84,23138.78,8,25,8,0.601,5,204.43,1
CUST_00824,541.86,272.11,3551.19,4032.16,9,26,13,0.88,6,175.96,1
CUST_00825,681.53,325.9,8162.77,12636.79,10,26,11,0.646,5,211.75,0
CUST_00826,3737.6,643.5,7383.38,3816.7,15,28,9,1.934,8,528.67,1
CUST_00827,3743.68,60.53,35373.58,4515.51,9,16,8,7.832,6,344.17,0
CUST_00828,3275.25,405.19,37782.33,5384.51,8,32,14,7.016,6,97.04,0
CUST_00829,10859.23,172.24,2139.9,19757.1,6,31,16,0.108,6,495.92,0
CUST_00830,328.47,125.38,59583.95,1330.92,9,34,7,44.735,2,437.15,0
CUST_00831,5199.62,922.43,3896.44,2168.27,12,33,8,1.796,3,340.69,0
CUST_00832,14843.16,317.83,17757.06,1267.49,6,22,13,13.999,7,945.71,0
CUST_00833,1319.49,129.83,17613.1,2632.33,7,34,9,6.689,3,303.9,0
CUST_00834,2586.79,389.88,3653.53,3328.04,9,25,13,1.097,5,404.04,0
CUST_00835,1848.99,174.71,12023.45,1681.92,9,27,14,7.144,3,415.13,0
CUST_00836,1627.97,128.21,7435.14,3554.52,15,21,17,2.091,8,552.35,0
CUST_00837,2714.5,111.62,12625.38,1196.9,5,29,14,10.54,5,255.7,0
CUST_00838,13157.36,231.28,9745.28,2792.55,6,30,14,3.488,6,190.3,0
CUST_00839,19027.64,110.93,21100.91,18404.63,5,37,15,1.146,3,590.61,0
CUST_00840,2690.96,205.27,8606.9,9349.24,6,28,13,0.921,2,569.6,0
CUST_00841,20222.56,368.56,7084.76,7780.28,6,30,14,0.91,4,729.52,0
CUST_00842,3759.42,198.03,19474.31,2828.89,9,30,12,6.882,3,399.77,0
CUST_00843,17647.01,881.13,12891.41,1797.82,8,39,8,7.167,7,94.24,0
CUST_00844,3347.71,183.2,14551.52,2519.25,11,32,8,5.774,2,335.24,0
CUST_00845,4096.76,533.38,4761.56,6395.0,16,38,11,0.744,6,306.0,0
CUST_00846,5059.01,395.85,3511.47,13876.48,10,25,6,0.253,3,706.71,0
CUST_00847,63638.14,614.15,5145.21,14285.67,10,18,7,0.36,6,626.97,0
CUST_00848,7833.44,878.03,4931.23,11339.19,12,27,7,0.435,6,458.96,0
CUST_00849,1926.5,44.3,15198.61,3544.23,8,37,10,4.287,2,70.03,0
CUST_00850,8708.88,224.11,17690.57,6774.14,8,28,8,2.611,5,167.78,0
CUST_00851,2628.98,165.75,7157.35,5048.56,9,27,7,1.417,2,231.6,1
CUST_00852,2343.09,198.17,25456.72,5591.42,7,36,11,4.552,4,235.34,0
CUST_00853,8248.13,131.9,24216.16,37479.85,14,30,10,0.646,7,335.9,1
CUST_00854,3744.25,117.36,9845.0,1483.71,5,29,13,6.631,4,842.31,0
CUST_00855,4678.43,75.21,4198.52,5434.51,14,28,11,0.772,6,515.68,1
CUST_00856,3687.07,195.96,28575.4,18582.7,9,30,15,1.538,3,157.07,0
CUST_00857,4929.16,382.69,7717.04,1908.35,11,24,13,4.042,2,167.32,0
CUST_00858,5337.27,122.12,8963.64,3838.41,11,38,10,2.335,3,157.07,0
CUST_00859,636.97,139.38,6175.32,4231.52,12,27,18,1.459,6,275.4,1
CUST_00860,6633.68,103.7,3976.54,5487.37,11,32,19,0.725,5,525.26,0
CUST_00861,1504.45,81.82,2502.61,1708.61,9,26,9,1.464,6,586.88,0
CUST_00862,994.19,150.07,13444.09,11003.77,5,39,11,1.222,1,229.67,0
CUST_00863,3454.49,238.55,4329.81,11688.31,13,37,8,0.37,3,292.63,0
CUST_00864,3926.81,495.65,93678.59,10220.18,15,30,14,9.165,0,964.81,0
CUST_00865,1950.51,69.85,3398.68,3165.87,6,31,13,1.073,5,105.7,0
CUST_00866,7691.94,176.92,2963.4,7140.47,14,34,16,0.415,5,467.11,1
CUST_00867,1087.94,465.22,12186.83,3088.61,11,29,12,3.944,8,433.1,0
CUST_00868,2524.38,70.59,27541.54,5000.5,14,37,7,5.507,3,242.83,0
CUST_00869,2150.84,499.5,8532.79,41375.65,5,29,9,0.206,5,295.03,1
CUST_00870,3491.45,127.59,12807.6,7196.44,8,35,16,1.779,4,401.08,0
CUST_00871,4679.65,320.24,1854.11,2417.77,15,31,15,0.767,2,243.18,1
CUST_00872,1469.82,152.25,4712.58,7733.25,11,33,19,0.609,3,191.27,0
CUST_00873,6987.33,261.65,3432.72,2102.69,14,27,16,1.632,3,181.45,0
CUST_00874,3853.37,656.7,1779.28,2394.29,12,40,8,0.743,4,1100.5,0
CUST_00875,663.31,164.49,8898.02,2738.17,8,39,14,3.248,5,219.6,0
CUST_00876,624.7,402.3,1347.14,4547.52,13,24,11,0.296,1,344.1,1
CUST_00877,3600.8,225.81,2813.67,14712.07,9,18,15,0.191,5,517.85,1
CUST_00878,2984.33,96.66,5272.42,10846.94,5,41,10,0.486,2,257.74,0
CUST_00879,3317.35,161.34,4167.08,10347.97,8,26,19,0.403,3,306.45,1
CUST_00880,3550.4,153.47,11126.97,2606.89,11,31,10,4.267,7,424.93,1
CUST_00881,4460.45,58.59,10347.13,4187.6,10,27,13,2.47,7,165.08,1
CUST_00882,8543.15,261.71,16564.86,8359.89,7,31,15,1.981,8,101.95,1
CUST_00883,1339.44,306.86,14792.96,3889.08,17,39,14,3.803,4,179.21,0
CUST_00884,1268.04,347.2,20184.1,5236.39,14,27,16,3.854,2,1002.17,0
CUST_00885,1361.05,568.97,8090.66,9654.26,15,19,13,0.838,8,199.81,1
CUST_00886,4722.18,388.83,10329.65,4932.21,11,33,16,2.094,3,327.49,0
CUST_00887,11164.03,111.9,12200.24,8039.73,11,21,13,1.517,2,118.15,1
CUST_00888,2469.56,132.67,9075.42,25689.03,16,33,12,0.353,2,764.71,0
CUST_00889,383.17,354.61,5897.27,5732.57,7,37,9,1.029,8,242.07,0
CUST_00890,785.57,247.59,6210.81,18077.75,7,39,10,0.344,2,217.36,0
CUST_00891,1720.32,178.71,4213.1,10672.92,9,25,9,0.395,2,272.22,0
CUST_00892,2204.03,90.04,11353.64,1906.16,10,30,12,5.953,3,1735.63,0
CUST_00893,2521.1,118.56,7515.99,2599.78,5,35,13,2.89,5,407.1,0
CUST_00894,3769.6,288.95,4766.95,3266.4,5,30,11,1.459,4,267.8,0
CUST_00895,2750.2,38.07,4770.49,3207.96,7,36,12,1.487,5,39.73,0
CUST_00896,9361.92,27.88,3076.91,6144.14,10,30,13,0.501,6,770.54,0
CUST_00897,1981.45,315.67,17731.06,11186.33,15,33,15,1.585,5,183.75,0
CUST_00898,1675.58,118.3,8629.09,19281.18,8,44,7,0.448,5,164.54,0
CUST_00899,5602.61,263.7,4063.34,8620.93,10,28,14,0.471,5,175.16,0
CUST_00900,914.08,639.92,15472.79,4542.23,11,30,10,3.406,4,833.4,1
CUST_00901,5170.49,80.6,5175.24,1130.14,11,35,7,4.575,5,290.18,0
CUST_00902,3993.0,47.67,2630.16,7044.49,9,38,13,0.373,6,102.98,1
CUST_00903,3188.49,145.31,18342.53,6781.17,4,30,20,2.705,4,259.07,0
CUST_00904,15206.05,104.81,5272.83,7750.32,9,26,8,0.68,7,166.99,0
CUST_00905,2079.77,177.63,5842.31,39747.58,7,33,11,0.147,3,384.4,1
CUST_00906,23254.84,278.78,8374.48,19043.99,9,23,11,0.44,5,228.04,0
CUST_00907,2972.36,235.42,20212.8,12929.95,14,30,18,1.563,0,99.63,0
CUST_00908,1153.65,188.11,8234.02,2928.47,10,31,16,2.811,3,282.1,0
CUST_00909,3877.43,422.64,3104.81,4289.62,6,31,10,0.724,6,287.22,0
CUST_00910,1382.13,310.0,12520.24,6120.4,9,38,7,2.045,4,124.28,0
CUST_00911,1850.89,156.79,5497.28,3432.02,12,28,16,1.601,4,75.79,0
CUST_00912,5204.77,301.33,36692.92,10151.68,2,35,11,3.614,4,364.25,0
CUST_00913,6003.06,52.64,8095.83,8985.55,12,30,24,0.901,5,245.56,0
CUST_00914,2079.85,424.54,1355.56,2630.52,8,28,10,0.515,1,257.08,0
CUST_00915,8854.35,184.52,10784.79,18348.34,8,29,20,0.588,1,503.75,1
CUST_00916,10319.15,69.37,38394.84,7237.01,12,34,7,5.305,4,76.93,0
CUST_00917,13262.18,129.89,28587.83,1525.82,11,35,12,18.724,3,311.75,0
CUST_00918,5863.32,415.73,35058.15,6350.94,8,26,16,5.519,5,475.23,0
CUST_00919,12420.28,98.09,3583.85,8425.56,7,33,8,0.425,2,263.0,1
CUST_00920,670.0,251.76,16809.88,15166.94,11,27,11,1.108,4,110.91,0
CUST_00921,2734.99,366.14,4547.82,4979.8,14,27,13,0.913,3,188.18,0
CUST_00922,1668.52,184.85,9695.64,13409.89,14,28,10,0.723,5,217.89,1
CUST_00923,4053.37,90.77,2926.72,7778.13,11,33,10,0.376,4,98.96,0
CUST_00924,2176.98,172.24,4838.86,2169.39,7,26,8,2.229,3,387.6,0
CUST_00925,3135.23,58.7,4717.35,1992.43,12,37,17,2.366,3,299.54,0
CUST_00926,19810.3,122.62,16628.02,17226.01,4,27,16,0.965,6,190.56,0
CUST_00927,3125.2,74.76,15376.19,18335.36,8,29,16,0.839,4,595.78,0
CUST_00928,5283.86,174.6,10111.77,8729.58,13,33,21,1.158,4,207.39,0
CUST_00929,2954.12,65.66,2750.84,23655.49,6,36,8,0.116,3,842.13,1
CUST_00930,3897.7,193.78,6315.03,16286.93,11,29,13,0.388,3,247.58,1
CUST_00931,3660.72,448.67,4460.9,11861.87,16,31,9,0.376,3,153.21,0
CUST_00932,5450.66,471.79,16248.25,3057.6,6,26,11,5.312,5,156.48,0
CUST_00933,10391.85,66.93,20796.66,28903.4,8,27,14,0.719,2,318.54,0
CUST_00934,16037.01,106.39,18865.85,10465.68,12,25,11,1.802,3,141.27,1
CUST_00935,4810.99,358.6,4428.54,4779.24,13,25,10,0.926,7,330.66,0
CUST_00936,6189.39,318.38,905.4,3759.23,10,24,13,0.241,7,225.8,0
CUST_00937,1292.36,110.81,1971.26,8252.46,10,27,14,0.239,4,222.2,1
CUST_00938,3364.08,122.83,25268.19,1602.95,6,35,5,15.754,3,290.28,0
CUST_00939,8486.74,193.6,5878.14,12024.75,8,34,11,0.489,3,603.82,0
CUST_00940,7937.64,41.82,4444.49,2949.72,15,30,10,1.506,1,204.36,0
CUST_00941,4404.79,275.96,30155.67,9090.79,10,16,16,3.317,2,339.98,1
CUST_00942,8084.91,431.15,22295.23,4258.29,5,36,5,5.234,5,407.89,0
CUST_00943,5662.89,132.78,8263.13,5298.84,8,23,12,1.559,4,128.14,1
CUST_00944,10724.39,58.24,6407.84,3486.41,8,38,13,1.837,3,430.92,0
CUST_00945,4724.06,561.21,7290.44,5784.6,10,34,20,1.26,1,528.88,0
CUST_00946,2643.53,216.06,9717.95,33056.47,16,29,15,0.294,1,587.75,1
